number_of_uses,word,word_type
3,beseeching,VBG
3,receipt,NN
3,bridechamber,NN
3,gomorrha,NNP
3,mysteries,NNS
3,dull,JJ
3,deceitfulness,NN
3,philip’s,NULL
3,overshadowed,VBD
3,ofttimes,NNS
3,faithless,NN
3,owed,VBD
3,callest,JJS
3,carest,JJS
3,greetings,NNS
3,housetop,NN
3,elect’s,NULL
3,noe,NNP
3,uproar,NN
3,alabaster,NN
3,opportunity,NN
3,scourged,VBN
3,platted,VBD
3,baptizing,VBG
3,cares,NNS
3,bethany,NNP
3,perceiving,VBG
3,beforehand,VB
3,crow,NN
3,betrayeth,VBZ
3,superscription,NN
3,unbelief,NN
3,confirming,VBG
3,glorifying,VBG
3,bodily,RB
3,intending,VBG
3,owest,JJS
3,delivering,VBG
3,selves,NNS
3,nicodemus,NNP
3,earthly,JJ
3,hours,NNS
3,romans,NNPS
3,signifying,VBG
3,blinded,VBD
3,caesar’s,NULL
3,singleness,NN
3,doubted,VBD
3,lively,RB
3,stephen,NNP
3,bewitched,VBN
3,perhaps,RB
3,persecutest,NN
3,fourfooted,JJ
3,exhorted,VBD
3,claudius,NNP
3,exhorting,VBG
3,meats,NNS
3,nay,NNP
3,readiness,NN
3,corinthians,NNPS
3,gallio,NNP
3,aquila,NNP
3,diana,NNP
3,gaius,NNP
3,tychicus,NNP
3,troas,NNP
3,testifying,VBG
3,sailing,NN
3,concluded,VBD
3,signify,VB
3,lysias,NNP
3,ungodliness,JJ
3,professing,NN
3,propitiation,NN
3,blessedness,NN
3,access,NN
3,tribulations,NNS
3,commendeth,VBZ
3,condemnation,NN
3,spiritually,RB
3,manifestation,NN
3,sion,NNP
3,transformed,VBN
3,edify,VB
3,admonish,VB
3,achaia,NNP
3,weakness,NN
3,glorying,VBG
3,malice,NN
3,diversities,NNS
3,author,NN
3,fleshly,JJ
3,glass,NN
3,unspeakable,JJ
3,elements,NNS
3,envying,VBG
3,communicate,NN
3,ages,NNS
3,sometimes,RB
3,striving,VBG
3,translated,VBN
3,cloke,NN
3,sanctification,NN
3,bishop,NN
3,acknowledging,NN
3,holiest,NNP
3,sprinkling,NN
3,railing,VBG
3,seals,NNS
2,bible,NNP
2,winged,JJ
2,replenish,VB
2,breathed,VBD
2,sewed,VBN
2,cool,JJ
2,amongst,VBZ
2,thistles,NNS
2,sweat,NN
2,eve,NNP
2,fugitive,JJ
2,stories,NNS
2,noah’s,NULL
2,breed,VB
2,smelled,VBD
2,sheddeth,NN
2,ham,NNP
2,japheth,NNP
2,cush,NNP
2,hunter,NN
2,nimrod,NNP
2,mizraim,NNP
2,joktan,NNP
2,brick,NN
2,slime,NN
2,imagined,VBN
2,nahor’s,NULL
2,lot’s,NULL
2,amraphel,NNP
2,chedorlaomer,NNP
2,tidal,NNP
2,salem,NNP
2,possessor,NN
2,knead,VB
2,communing,VBG
2,gerar,NNP
2,innocency,NN
2,sinning,VBG
2,wombs,NN
2,abimelech’s,NULL
2,knife,NN
2,fearest,JJS
2,multiplying,VBG
2,kemuel,NNP
2,milcah,NNP
2,kneel,VB
2,wondering,VBG
2,havilah,NNP
2,twins,NNS
2,boys,NNS
2,sod,VBP
2,pottage,NN
2,sporting,VBG
2,betimes,NNS
2,mahalath,NNP
2,luz,NNP
2,rebekah’s,NULL
2,experience,NN
2,ringstraked,VBN
2,chestnut,NN
2,pilled,VBD
2,watering,VBG
2,troughs,NNS
2,foolishly,RB
2,chode,VBP
2,ewes,JJ
2,halted,VBD
2,sinew,NN
2,graciously,RB
2,handmaidens,NNS
2,folk,NN
2,shechem’s,NULL
2,dowry,NN
2,zibeon,NNP
2,timna,NNP
2,lotan’s,NULL
2,masrekah,NNP
2,rehoboth,NNP
2,ishmeelites,NNP
2,shuah,NNP
2,sheepshearers,NNS
2,acknowledged,VBN
2,rank,NN
2,faults,NNS
2,doubled,VBN
2,discreet,NN
2,roughly,RB
2,sack,NN
2,espied,VBD
2,bundles,NNS
2,solemnly,RB
2,tenor,NN
2,dine,VB
2,mess,NN
2,earing,VBG
2,canaanitish,JJ
2,serah,NNP
2,begettest,JJS
2,dim,JJ
2,couching,JJ
2,adder,NN
2,biteth,VBZ
2,sorely,RB
2,embalmed,VBD
2,flags,NNS
2,nursed,VBN
2,smitest,JJS
2,killedst,VB
2,zipporah,NNP
2,sighed,VBD
2,backside,NN
2,dealest,JJS
2,bricks,NNS
2,blains,NNS
2,thunderings,NNS
2,rie,NN
2,borrowed,VBN
2,rameses,NNP
2,foreigner,NN
2,triumphed,VBD
2,drowned,VBN
2,sank,VBD
2,timbrels,NNS
2,elim,NNP
2,quails,NNS
2,coriander,NN
2,thirsted,VBD
2,rehearse,VB
2,menservants,NNS
2,presumptuously,RB
2,gored,VBN
2,revile,VB
2,paved,JJ
2,selvedge,NN
2,coupleth,VBZ
2,edges,NNS
2,engrave,VB
2,foursquare,NN
2,plate,NN
2,loaf,NN
2,oiled,JJ
2,calamus,NN
2,composition,NN
2,perfume,NN
2,carving,NN
2,delayed,VBD
2,graving,NN
2,today,NN
2,abib,NNP
2,year’s,NULL
2,spin,VB
2,overlaying,NN
2,crop,NN
2,trespassing,VBG
2,sprinkleth,VBZ
2,oblations,NNS
2,liver,NN
2,uzziel,NNP
2,gier,NN
2,heron,NN
2,grasshopper,NN
2,sowing,VBG
2,greenish,JJ
2,owneth,VBZ
2,scraped,VBD
2,scapegoat,NN
2,gender,NN
2,cuttings,NNS
2,marks,NNS
2,divorced,VBN
2,flat,JJ
2,beeves,NNS
2,superfluous,JJ
2,stranger’s,NULL
2,riddance,NN
2,prune,NN
2,buyest,JJS
2,sojourners,NNS
2,estimate,VB
2,renowned,VBN
2,elizaphan,NNP
2,dedicating,NN
2,weighing,VBG
2,journeyings,NNS
2,layest,VBP
2,loathsome,JJ
2,igal,NNP
2,oshea,NNP
2,stilled,VBD
2,clearing,VBG
2,slander,NN
2,performing,VBG
2,henceforward,NN
2,fringes,NNS
2,abiram,NNP
2,everything,NN
2,directly,RB
2,purifieth,VB
2,arad,NNP
2,loatheth,VBZ
2,zippor,NNP
2,blessest,NN
2,reverse,VB
2,advertise,VB
2,kenite,NNP
2,israelite,NNP
2,hepher,NNP
2,dispossessed,VBD
2,nobah,NNP
2,dispossess,VB
2,satisfaction,NN
2,bees,NNS
2,horims,NNP
2,sidonians,NNPS
2,bedstead,NN
2,rabbath,NNP
2,argob,NNP
2,risest,VBP
2,filledst,RB
2,plantedst,VB
2,special,JJ
2,temptations,NNS
2,hornet,NN
2,affrighted,VBN
2,stubbornness,NN
2,beeroth,NNP
2,livest,JJS
2,succeedest,JJS
2,cloven,JJ
2,lendeth,VBZ
2,transgressing,VBG
2,firstfruit,NN
2,desiredst,NN
2,presume,NN
2,guilt,NN
2,tributaries,NNS
2,forcing,VBG
2,bulwarks,NNS
2,hers,NNS
2,coverest,VBP
2,bastard,NN
2,moabite,NNP
2,cheer,NN
2,beatest,JJS
2,avouched,VBD
2,powder,VB
2,botch,NN
2,adventure,VB
2,failing,NN
2,drunkenness,NN
2,solemnity,NN
2,stiff,JJ
2,distil,VB
2,kidneys,NNS
2,newly,RB
2,mischiefs,NNS
2,harlot’s,NULL
2,courage,NN
2,banks,NNS
2,circumcising,NN
2,treasury,NN
2,adjured,VBN
2,zabdi,NNP
2,conversant,JJ
2,freed,VBN
2,adonizedec,NNP
2,hailstones,NNS
2,makkedah,NNP
2,jebusite,NNP
2,hivites,NNP
2,jokneam,NNP
2,kenezite,NNP
2,bohan,NNP
2,hinnom,NNP
2,tappuah,NNP
2,ibleam,NNP
2,perizzites,NNP
2,described,VBD
2,sunrising,NN
2,cabul,VB
2,eshtemoa,NNP
2,rehob,NNP
2,mephaath,NNP
2,expel,VB
2,courageous,JJ
2,requited,VBD
2,askelon,NNP
2,baalhermon,NNP
2,deliverer,NN
2,errand,NN
2,dirt,NN
2,parlour,NN
2,fords,NNS
2,shamgar,NNP
2,softly,RB
2,drawing,VBG
2,bitterly,RB
2,ladies,NNS
2,sustenance,NN
2,impoverished,JJ
2,broth,NN
2,ophrah,NNP
2,phurah,NNP
2,bethbarah,NNP
2,zeeb,NNP
2,upbraid,VB
2,bramble,JJ
2,zidonians,NNP
2,gileadites,NNP
2,detain,NN
2,sheets,NNS
2,firebrand,NN
2,withs,NNS
2,pin,NN
2,danites,NNP
2,carriage,NN
2,friendly,JJ
2,howsoever,NN
2,retired,VBD
2,mahlon,NNP
2,grieveth,VBZ
2,moabitess,NNP
2,nearer,NN
2,restorer,NN
2,salmon,NNP
2,peninnah,NNP
2,arrogancy,NN
2,fleshhook,NN
2,dealings,NNS
2,rang,NN
2,emerods,NNS
2,mice,NN
2,wonderfully,RB
2,tie,VB
2,lowing,NN
2,smallest,JJS
2,childhood,NN
2,defrauded,VBN
2,sharpen,VB
2,climbed,VBD
2,flew,VBP
2,infant,NN
2,kenites,NNP
2,champion,NN
2,ephrathite,NNP
2,enrich,VBZ
2,paw,NN
2,shepherd’s,NULL
2,disdained,VBD
2,ascribed,VBN
2,adriel,NNP
2,pillow,NN
2,step,NN
2,expressly,RB
2,nob,NNP
2,behaviour,NN
2,edomite,NNP
2,ziph,NNP
2,ziphites,NNP
2,haunt,NN
2,huntest,JJS
2,missed,VBN
2,damsels,NNS
2,partridge,NN
2,despair,NN
2,obeyedst,NN
2,twilight,NN
2,tarrieth,VBZ
2,hit,VBD
2,lovely,RB
2,weaker,JJR
2,maacah,NNP
2,talmai,NNP
2,eglah,NNP
2,dog’s,NULL
2,leaneth,VBZ
2,notice,NN
2,concubines,NNS
2,ibhar,NNP
2,uzzah,NNP
2,ahio,NNP
2,gittite,NNP
2,danced,VBD
2,dancing,NN
2,flagon,NN
2,word’s,NULL
2,lines,NNS
2,toi,NNP
2,ahilud,NNP
2,front,NN
2,shobach,VB
2,approached,VBD
2,harrows,NNS
2,robes,NNS
2,tekoah,NNP
2,thanked,VBD
2,defeat,VBP
2,humbly,RB
2,benjamite,NNP
2,generally,RB
2,gently,RB
2,mule,NN
2,shamed,VBN
2,perversely,RB
2,trimmed,VBD
2,chimham,NNP
2,conducted,VBD
2,bichri,NNP
2,wallowed,VBD
2,sheva,NNP
2,gibeonites,NNP
2,succoured,VBD
2,sibbechai,NNP
2,hushathite,NNP
2,giant,NN
2,channels,NNS
2,rebuking,NN
2,stamp,NN
2,avengeth,VBZ
2,defended,VBD
2,lionlike,IN
2,ribai,NNP
2,eliahba,NNP
2,ahiam,NNP
2,eliphelet,NNP
2,zelek,NNP
2,gareb,NNP
2,lengthen,VB
2,adoniram,NNP
2,abda,NNP
2,uri,NNP
2,dromedaries,NNS
2,convey,VB
2,floats,NNS
2,planks,NNS
2,partition,NN
2,floors,NNS
2,wreaths,NNS
2,additions,NNS
2,graved,VBD
2,proportion,NN
2,sacrificing,VBG
2,condemning,VBG
2,justifying,VBG
2,bethink,VB
2,sixscore,RB
2,tadmor,NNP
2,stays,NNS
2,tharshish,NNP
2,yarn,NN
2,genubath,NNP
2,clad,VBN
2,advise,VB
2,thicker,JJR
2,jeroboam’s,NULL
2,feignest,JJS
2,sodomites,NNS
2,nebat,NNP
2,barrel,NN
2,nimshi,NNP
2,boiled,VBD
2,harness,NN
2,ben-hadad,NNP
2,jezreelite,NNP
2,govern,VBZ
2,ahab’s,NULL
2,fifties,NNS
2,mesha,NNP
2,witchcrafts,NNS
2,painted,VBD
2,meetest,JJS
2,draught,NN
2,clapped,VBD
2,mattan,NNP
2,zibiah,NNP
2,jehoaddan,NNP
2,zachariah,NNP
2,gadi,NNP
2,exacted,VBD
2,pekahiah,NNP
2,shalmaneser,NNP
2,halah,NNP
2,habor,NNP
2,tartan,NNP
2,rebellest,NN
2,piss,NN
2,persuadeth,VBZ
2,tirhakah,NNP
2,tall,JJ
2,nisroch,NNP
2,sharezer,NNP
2,dial,NN
2,plummet,NN
2,wipeth,VBZ
2,huldah,NNP
2,title,NN
2,taxed,VBN
2,euphrates,NNP
2,vinedressers,NNS
2,mustered,VBD
2,evilmerodach,NNP
2,allowance,NN
2,shua,NNP
2,salma,NNP
2,ashur,NNP
2,attai,NNP
2,mareshah,NNP
2,abia,NNP
2,salathiel,NNP
2,elioenai,NNP
2,helah,NNP
2,jabez,NNP
2,nebo,NNP
2,abishua,NNP
2,zerahiah,NNP
2,meraioth,NNP
2,libni,NNP
2,assir,NNP
2,jeroham,NNP
2,shimea,NNP
2,castles,NNS
2,gershom,NNP
2,shuppim,NNP
2,laadan,NNP
2,rapha,NN
2,hushim,NNP
2,beriah,NNP
2,meribbaal,NNP
2,moza,NNP
2,sallu,NNP
2,oversee,VB
2,employed,VBN
2,rephaiah,NNP
2,sibbecai,NNP
2,sacar,NNP
2,hanan,NNP
2,jediael,NNP
2,shooting,VBG
2,leader,NN
2,doorkeepers,NNS
2,chenaniah,NNP
2,becamest,JJS
2,odious,JJ
2,shophach,VB
2,shebuel,NNP
2,jeriah,NNP
2,jekameam,NNP
2,mahli,NNP
2,jehohanan,NNP
2,wards,NNS
2,zichri,NNP
2,perez,NNP
2,jerimoth,NNP
2,storehouses,NNS
2,tillage,NN
2,cellars,NNS
2,pommels,NNS
2,attent,JJ
2,prosperously,RB
2,arabia,NNP
2,ambushment,NN
2,story,NN
2,rulest,VBP
2,revolt,NN
2,dismissed,VBD
2,collection,NN
2,marvellously,RB
2,burial,NN
2,cononiah,NNP
2,win,VB
2,watercourse,NN
2,lamentations,NNS
2,ater,NNP
2,pochereth,NNP
2,frustrate,VB
2,revenue,NN
2,maintenance,NN
2,certified,VBD
2,records,NNS
2,damage,NN
2,shetharboznai,NNP
2,prospereth,NNS
2,expenses,NNS
2,prophesying,VBG
2,treasurers,NNS
2,extended,VBD
2,shechaniah,NNP
2,shabbethai,NNP
2,tekoites,NNP
2,jedaiah,NNP
2,hashub,NNP
2,binnui,NNP
2,nethinims,NNP
2,immer,NNP
2,resort,VBP
2,watches,NNS
2,confessed,VBD
2,preservest,JJS
2,shewedst,VB
2,forsookest,VBP
2,testifiedst,NN
2,bakbukiah,NNP
2,presses,NNS
2,lading,VBG
2,profaning,VBG
2,marrying,VBG
2,india,NNP
2,chamberlains,NNS
2,persians,NNPS
2,mordecai’s,NULL
2,inquisition,NN
2,hatach,NNP
2,dignity,NN
2,assault,NN
2,escheweth,VB
2,sabeans,NNPS
2,blackness,NN
2,infants,NNS
2,upholden,JJ
2,regarding,VBG
2,robber,NN
2,swalloweth,VBZ
2,bray,NN
2,concealed,VBN
2,tema,NNP
2,vanisheth,VB
2,rush,NN
2,spider’s,NULL
2,stoop,VB
2,searchest,JJS
2,acquit,VBP
2,renewest,VBP
2,slip,VB
2,looseth,VBD
2,weakeneth,VBD
2,discovereth,VBZ
2,stagger,NN
2,writest,JJS
2,lookest,JJS
2,narrowly,RB
2,decayeth,NN
2,castest,JJS
2,wink,VBP
2,leanness,NN
2,gaped,VBD
2,flattery,NN
2,reputed,VBN
2,kinsfolk,NN
2,punishments,NNS
2,triumphing,VBG
2,asps,NN
2,bull,NN
2,answers,NNS
2,pureness,NN
2,plentifully,RB
2,hangeth,VBZ
2,fain,VB
2,weigheth,VBZ
2,jaws,NN
2,causest,JJS
2,consumeth,VBZ
2,barachel,NNP
2,inspiration,NN
2,constraineth,VBP
2,enlightened,VBN
2,scorning,NN
2,oppressions,NNS
2,vapour,NN
2,thundereth,VBZ
2,wearieth,VBZ
2,weather,NN
2,respecteth,VBZ
2,dayspring,NN
2,appetite,NN
2,provideth,NNP
2,unicorn,JJ
2,feathers,NNS
2,warmeth,VB
2,imparted,VBD
2,disannul,VB
2,deck,VBD
2,shady,JJ
2,seething,NN
2,kindleth,NN
2,flatter,VB
2,waxeth,JJ
2,ditch,NN
2,satest,JJS
2,contemn,NN
2,changeth,VBZ
2,overtaken,VBZ
2,presumptuous,CC
2,strings,NNS
2,darling,NN
2,restoreth,VB
2,breathe,VB
2,imputeth,VBZ
2,forgavest,JJS
2,awe,NN
2,encampeth,VBZ
2,redeemeth,VBP
2,deliverest,VBP
2,spoileth,NN
2,adversity,NN
2,hypocritical,JJ
2,gnashed,VBD
2,evildoers,NNS
2,talketh,VBZ
2,watcheth,VBZ
2,presseth,VB
2,heapeth,VBZ
2,volume,NN
2,whisper,VB
2,panteth,NN
2,billows,NNS
2,sleepest,JJS
2,forgettest,JJS
2,frameth,VBP
2,desirest,JJS
2,whiter,JJR
2,converted,VBN
2,guile,NN
2,smoother,JJR
2,calamities,NNS
2,bendeth,VBZ
2,marrow,NN
2,waterest,VBD
2,wealthy,JJ
2,issues,NNS
2,players,NNS
2,sink,VB
2,wrathful,JJ
2,seba,NNP
2,slippery,NN
2,pricked,VBN
2,brakest,NN
2,promotion,NN
2,skies,NNS
2,feathered,VBD
2,fattest,JJS
2,haters,NNS
2,finest,JJS
2,sparrow,NN
2,rememberest,JJS
2,comforts,NNS
2,cornet,NN
2,answeredst,IN
2,tookest,VB
2,forgiveth,VBP
2,pitieth,VBZ
2,coveredst,VB
2,openest,JJS
2,subtilly,RB
2,lusted,VBD
2,pitied,VBN
2,reel,VB
2,extortioner,NN
2,extend,VB
2,gnash,VB
2,skipped,VBD
2,flint,NN
2,truth’s,NULL
2,noses,NNS
2,wherewithal,NNP
2,trembleth,NN
2,quieted,VBN
2,rase,NNP
2,dasheth,VB
2,concerneth,VBD
2,acquainted,VBN
2,continuance,NN
2,sharpened,VBN
2,gins,NNS
2,garners,NNS
2,two-edged,JJ
2,subtilty,NN
2,lurk,VB
2,hearkeneth,NN
2,discretion,NN
2,frowardness,NN
2,barns,NNS
2,securely,RB
2,getting,VBG
2,ponder,NNP
2,folding,VBG
2,winketh,VBZ
2,attire,NN
2,payed,JJ
2,coverings,NNS
2,perfumed,VBN
2,durable,JJ
2,delights,NNS
2,sleepeth,VBZ
2,sport,NN
2,prolongeth,VBZ
2,lowly,NN
2,concealeth,VBZ
2,jewel,NN
2,obtaineth,VBZ
2,tilleth,VBZ
2,roasteth,VBZ
2,advised,VBD
2,satisfying,NN
2,perceivest,JJS
2,wholesome,JJ
2,dinner,NN
2,studieth,VBZ
2,weights,NNS
2,sweetness,NN
2,wellspring,NN
2,fining,NN
2,innermost,NN
2,seemly,RB
2,slothfulness,NN
2,beg,VB
2,brawling,VBG
2,pacifieth,NN
2,coveteth,VBD
2,foreseeth,VBZ
2,train,NN
2,friendship,NN
2,dross,NN
2,debate,NN
2,infamy,JJ
2,kisses,NNS
2,dropping,NN
2,hay,NN
2,scornful,NN
2,lighteneth,VBZ
2,faithfully,RB
2,corrected,VBD
2,delicately,RB
2,aboundeth,NN
2,partner,NN
2,ruler’s,NULL
2,girdles,NNS
2,excelleth,RB
2,preeminence,NN
2,rash,NN
2,perverting,VBG
2,points,NNS
2,one’s,NULL
2,joyfully,RB
2,reputation,NN
2,babbler,NN
2,idleness,NN
2,fears,NNS
2,almond,NN
2,ointments,NNS
2,well-beloved,JJ
2,turtle,NN
2,smelling,VBG
2,queens,NNS
2,flourished,VBN
2,prince’s,NULL
2,drown,IN
2,moons,NNS
2,replenished,VBN
2,eloquent,JJ
2,wanton,NN
2,tires,NNS
2,girding,NN
2,choicest,JJS
2,mingle,VB
2,forsaking,NN
2,remaliah’s,NULL
2,abhorrest,JJS
2,stretching,VBG
2,dimness,NN
2,thickets,NNS
2,grievousness,NN
2,equity,NN
2,arabian,NNP
2,doleful,JJ
2,owls,NN
2,serpent’s,NULL
2,kir,NNP
2,luhith,NNP
2,horonaim,NNP
2,nimrim,NNP
2,hasting,VBG
2,paper,NN
2,weave,VBP
2,whirlwinds,NNS
2,toss,VB
2,chittim,NNP
2,dealers,NNS
2,wines,NNS
2,piercing,VBG
2,drunkards,NNS
2,fading,JJ
2,diadem,NN
2,stammering,VBG
2,wrap,VBP
2,plowman,NN
2,fitches,NNS
2,viper,NN
2,pipe,NN
2,lighting,VBG
2,pile,NN
2,churl,NN
2,burnings,NNS
2,recompences,NNS
2,cormorant,NN
2,bittern,JJ
2,fortresses,NNS
2,crane,NN
2,carpenter,NN
2,incensed,VBN
2,cane,NN
2,subscribe,JJ
2,striveth,VBZ
2,brow,NN
2,gravel,NN
2,wakeneth,VBZ
2,brier,NN
2,polluting,VBG
2,lovedst,VBP
2,undo,VB
2,wasting,VBG
2,gross,JJ
2,plowmen,NNS
2,termed,VBN
2,righteousnesses,NNS
2,achor,NNP
2,horribly,RB
2,procured,VBN
2,reserve,VB
2,reserveth,VBZ
2,cage,NN
2,bruit,NN
2,shameful,JJ
2,snuffed,VBD
2,entreat,VB
2,northern,JJ
2,mothers,NNS
2,heath,NN
2,roofs,NN
2,signet,NN
2,swearing,VBG
2,sheshach,NNP
2,morasthite,NNP
2,procure,VBP
2,intents,NNS
2,satiate,VB
2,hananeel,NNP
2,subscribed,VBD
2,considerest,NNP
2,scribe’s,NULL
2,ink,NN
2,hearth,NN
2,clouts,NNS
2,jezaniah,NNP
2,wanted,VBD
2,grapegatherers,NNS
2,chaldea,NNP
2,miseries,NNS
2,rampart,NN
2,swaddled,VBD
2,remembering,VBG
2,compassions,NNS
2,subvert,VB
2,offscouring,NN
2,nazarites,NNP
2,purer,NN
2,adamant,NN
2,battering,VBG
2,dwellingplaces,NNS
2,writer’s,NULL
2,pouring,VBG
2,pelatiah,NNP
2,prolonged,VBN
2,albeit,IN
2,shower,NN
2,kerchiefs,NNS
2,renown,NN
2,playedst,VBZ
2,deckedst,VB
2,ruins,NNS
2,dishonest,JJS
2,wolves,NNS
2,teats,NNS
2,aholibah,NNP
2,inordinate,JJ
2,babylonians,NNPS
2,bruising,VBG
2,despite,IN
2,despiteful,JJ
2,arvad,NNP
2,mariners,NNS
2,occupy,NNP
2,togarmah,NNP
2,syene,NNP
2,basest,JJS
2,distresses,NNS
2,committing,VBG
2,blasphemies,NNS
2,boasted,VBN
2,ruined,JJ
2,handling,VBG
2,libya,NNP
2,fatlings,NNS
2,gallery,NN
2,middlemost,NN
2,setting,VBG
2,forms,NNS
2,square,JJ
2,squares,NNS
2,poll,NN
2,solemnities,NNS
2,countenances,NNS
2,watcher,NN
2,altereth,VBZ
2,signed,VBN
2,servest,JJS
2,mastery,NN
2,messiah,NNP
2,forecast,VB
2,allure,VB
2,spouses,NNS
2,raising,VBG
2,palmerworm,NN
2,quake,VBP
2,wake,VB
2,blasting,VBG
2,formeth,VBZ
2,melody,NN
2,plumbline,NN
2,prophet’s,NULL
2,fare,NN
2,calm,NN
2,rowed,VBD
2,wished,VBD
2,late,JJ
2,breaker,NN
2,sharper,JJR
2,nahum,CC
2,torches,NNS
2,sup,VB
2,imputing,VBG
2,readeth,NN
2,stablisheth,VBZ
2,earneth,VBZ
2,grisled,VBD
2,heaped,VBD
2,possessors,NNS
2,olives,NNP
2,partial,JJ
2,phares,NNP
2,booz,NNP
2,manasses,NNP
2,jechonias,NNP
2,jeremy,NNP
2,tempter,NN
2,pinnacle,NN
2,zabulon,NNP
2,zebedee,NNP
2,mending,VBG
2,tittle,JJ
2,exceed,VB
2,despitefully,RB
2,lilies,NNS
2,knocketh,VBZ
2,hereof,NN
2,sparrows,NNS
2,seeds,NNS
2,anon,VBZ
2,choke,VBD
2,birthday,NN
2,oath’s,NULL
2,unwashen,JJ
2,crumbs,NN
2,keys,NNS
2,savourest,JJS
2,transfigured,VBN
2,cured,VBN
2,fellowservant,NN
2,fellowservants,NNS
2,zebedees,NNP
2,pretence,NN
2,mint,NN
2,whited,JJ
2,tombs,NN
2,killest,VBP
2,stonest,JJS
2,buildings,NNS
2,rumours,NNS
2,delayeth,VBZ
2,aware,JJ
2,dippeth,VBZ
2,buffeted,VBN
2,wagging,VBG
2,lama,NN
2,begged,VBD
2,farther,JJ
2,throng,VB
2,thronged,VBD
2,synagogue’s,NULL
2,pennyworth,NN
2,questioning,VBG
2,lordship,NN
2,bethphage,NNP
2,shamefully,RB
2,dying,NN
2,earthquakes,NNS
2,foretold,VBN
2,buffet,VB
2,agreeth,NNS
2,spunge,NN
2,luke,NNP
2,overshadow,VB
2,performance,NN
2,swaddling,VBG
2,impart,VB
2,hoping,VBG
2,vehemently,RB
2,infirmities,NNS
2,lawyers,NNS
2,pharisee’s,NULL
2,launched,VBN
2,arrived,VBD
2,privately,RB
2,decease,NN
2,labourer,NN
2,lawyer,NN
2,allow,IN
2,doubtful,VB
2,galilaeans,NNPS
2,citizen,NN
2,debtors,NNS
2,derided,VBD
2,nobleman,NN
2,austere,JJ
2,descent,NN
2,strengthening,VBG
2,stooping,VBG
2,communications,NNS
2,behoved,VBD
2,waterpots,NNS
2,needed,VBD
2,john’s,NULL
2,witnesseth,NN
2,murmuring,NN
2,whit,NN
2,worshipper,NN
2,odour,NN
2,doubting,NN
2,sop,NN
2,hall,NN
2,mixture,NN
2,foreknowledge,NN
2,patriarch,NN
2,expecting,VBG
2,threatened,VBN
2,distribution,NN
2,cilicia,NNP
2,blasphemous,JJ
2,consenting,VBG
2,proving,VBG
2,lydda,NNP
2,evidently,RB
2,unlawful,JJ
2,signified,VBN
2,apprehended,VBN
2,affirmed,VBD
2,beckoning,VBG
2,chamberlain,NN
2,unworthy,JJ
2,affected,VBN
2,lystra,NNP
2,passions,NNS
2,recommended,VBN
2,dissension,NN
2,pollutions,NNS
2,subverting,VBG
2,decrees,NNS
2,phrygia,NNP
2,endeavoured,VBD
2,charging,VBG
2,jason,NNP
2,thessalonica,NNP
2,ignorantly,RB
2,godhead,NNP
2,shorn,VBN
2,landed,VBN
2,persuading,VBG
2,overcame,VBP
2,ephesians,NNPS
2,aristarchus,NNP
2,support,VB
2,trophimus,NNP
2,prisons,NNS
2,appeal,VB
2,unreasonable,JJ
2,permitted,VBN
2,meaning,NN
2,anchors,NNS
2,concern,NN
2,invisible,JJ
2,forbearance,NN
2,hearers,NNS
2,affirm,NN
2,describeth,VBZ
2,scarcely,RB
2,disobedience,NN
2,newness,NN
2,mortify,VB
2,conformed,VBN
2,resisted,VBN
2,gainsaying,VBG
2,unsearchable,JJ
2,renewing,NN
2,preferring,VBG
2,damned,VBN
2,hindered,VBN
2,erastus,NNP
2,enriched,VBN
2,enticing,VBG
2,comparing,VBG
2,leaveneth,VBZ
2,uncomely,RB
2,apostleship,NN
2,discerning,VBG
2,easily,RB
2,edifieth,VBZ
2,uncertain,JJ
2,sowest,JJS
2,celestial,JJ
2,differeth,NN
2,ephesus,NNP
2,simplicity,NN
2,contrariwise,NN
2,commendation,NN
2,perfecting,VBG
2,wronged,VBN
2,sorrowed,VBN
2,forwardness,NN
2,administered,VBN
2,avoiding,VBG
2,ministereth,NN
2,professed,VBD
2,pulling,VBG
2,chaste,NN
2,preacheth,VBZ
2,apprehend,VB
2,traditions,NNS
2,communicated,VBD
2,effectually,RB
2,adoption,NN
2,zealously,RB
2,affect,VB
2,predestinated,VBN
2,abolished,VBN
2,lowliness,NN
2,unity,NN
2,feeling,NN
2,covetous,JJ
2,unfruitful,JJ
2,hymns,NN
2,cherisheth,NN
2,admonition,NN
2,philippians,NNPS
2,confirmation,NN
2,sincere,JJ
2,furtherance,NN
2,conflict,NN
2,wellpleasing,VBG
2,chiefly,VB
2,sometime,RB
2,unblameable,JJ
2,beguile,VB
2,rudiments,NNS
2,complete,JJ
2,greek,NNP
2,richly,RB
2,fellowprisoner,NN
2,ensamples,NNS
2,gentle,JJ
2,persecutions,NNS
2,ensample,NN
2,endless,JJ
2,unholy,JJ
2,hymenaeus,NNP
2,adorn,VBP
2,deacons,NNS
2,profession,NN
2,unfeigned,VBD
2,riot,NN
2,convince,VB
2,unruly,JJ
2,worldly,RB
2,philemon,VB
2,twoedged,JJ
2,principles,NNS
2,contradiction,NN
2,melchisedec,NNP
2,sara,NNP
2,forgetful,JJ
2,adulterers,NNS
2,adorning,NN
2,excess,NN
2,brute,JJ
2,seduce,VB
2,sardis,NNP
